geneId	symbol	chromosome	Synonyms	type_of_gene
105379443	LOC105379443	9	-	protein-coding
105379444	LOC105379444	9	-	ncRNA
105379445	LOC105379445	9	-	ncRNA
105379446	LOC105379446	9	-	ncRNA
105379447	LOC105379447	9	-	ncRNA
105379448	LOC105379448	9	-	ncRNA
105379450	LOC105379450	9	-	ncRNA
105379451	LOC105379451	9	-	ncRNA
105379452	LOC105379452	9	-	ncRNA
105379453	LOC105379453	9	-	ncRNA
105379454	LOC105379454	9	-	ncRNA
105379457	LOC105379457	4	-	ncRNA
105379460	LOC105379460	16	-	ncRNA
105379461	LOC105379461	16	-	ncRNA
105379464	LOC105379464	16	-	ncRNA
105379466	LOC105379466	16	-	ncRNA
105379473	LOC105379473	16	-	protein-coding
105379474	LOC105379474	16	-	protein-coding
105379475	LOC105379475	16	-	ncRNA
105379476	LOC105379476	20	-	ncRNA
105379477	LOC105379477	20	-	ncRNA
105379478	LINC01598	20	-	ncRNA
105379479	DUX4L34	20	-	pseudo
105379480	LOC105379480	20	-	pseudo
105379481	LOC105379481	20	-	ncRNA
105379482	LOC105379482	20	-	pseudo
105379483	LOC105379483	20	-	ncRNA
105379484	LOC105379484	21	-	ncRNA
105379487	LINC01670	21	-	ncRNA
105379488	LOC105379488	21	-	ncRNA
105379489	LOC105379489	21	-	ncRNA
105379490	LOC105379490	21	-	ncRNA
105379491	LOC105379491	21	-	ncRNA
105379493	CH507-145C22.1	21	-	ncRNA
105379497	LOC105379497	21	-	ncRNA
105379499	LOC105379499	21	CH507-145C22.1|CH507-154B10.1|CH507-154B10.2|CH507-24F1.1	ncRNA
105379501	LOC105379501	21	-	ncRNA
105379502	LOC105379502	21	-	ncRNA
105379503	LOC105379503	21	-	ncRNA
105379504	LOC105379504	21	-	ncRNA
105379505	LOC105379505	21	-	ncRNA
105379506	LOC105379506	21	-	ncRNA
105379507	LOC105379507	21	-	ncRNA
105379508	LOC105379508	21	-	ncRNA
105379511	LOC105379511	21	-	pseudo
105379513	LOC105379513	21	-	ncRNA
105379514	LOC105379514	21	-	ncRNA
105379516	LOC105379516	22	-	ncRNA
105379518	LOC105379518	22	-	ncRNA
105379521	LOC105379521	1	-	ncRNA
105379522	LOC105379522	1	-	pseudo
105379523	LOC105379523	1	-	ncRNA
105379524	LOC105379524	1	-	ncRNA
105379525	LOC105379525	9	-	ncRNA
105379527	LOC105379527	14	-	ncRNA
105379528	LOC105379528	14	IGH|IGHV3-D	protein-coding
105379529	LOC105379529	15	-	pseudo
105379533	LOC105379533	16	-	protein-coding
105379535	LOC105379535	16	-	ncRNA
105379537	LOC105379537	16	-	ncRNA
105379539	LOC105379539	16	-	ncRNA
105379540	LOC105379540	16	-	ncRNA
105379544	LOC105379544	16	-	ncRNA
105379545	LOC105379545	16	-	protein-coding
105379547	LOC105379547	16	-	protein-coding
105379548	LOC105379548	22	-	ncRNA
105379549	LOC105379549	22	-	ncRNA
105379550	LOC105379550	22	-	ncRNA
105379551	LOC105379551	22	-	ncRNA
105379554	LOC105379554	Un	-	protein-coding
105379555	LOC105379555	Un	-	pseudo
105379556	LOC105379556	Un	-	pseudo
105379557	LOC105379557	Un	-	ncRNA
105379561	LOC105379561	8|Un	-	protein-coding
105379562	LOC105379562	Un	-	ncRNA
105379563	LOC105379563	Un	-	ncRNA
105379564	LOC105379564	Un	-	ncRNA
105379565	LOC105379565	Un	-	ncRNA
105379566	LOC105379566	Un	-	ncRNA
105379573	LOC105379573	17	-	ncRNA
105379574	LOC105379574	1	-	ncRNA
105379575	LOC105379575	2	-	protein-coding
105379576	LOC105379576	3	-	ncRNA
105379578	LOC105379578	3	-	ncRNA
105379580	LOC105379580	4	-	ncRNA
105379583	LOC105379583	7	-	ncRNA
105379585	LOC105379585	8	-	ncRNA
105379586	LOC105379586	8	-	ncRNA
105379589	LOC105379589	8	-	protein-coding
105379593	LOC105379593	15	-	ncRNA
105379597	LOC105379597	15	-	ncRNA
105379599	LOC105379599	17	-	ncRNA
105379600	LOC105379600	17	-	ncRNA
105379601	LOC105379601	22	-	ncRNA
105379602	LOC105379602	22	-	ncRNA
105379603	LOC105379603	22	-	other
105379604	LOC105379604	22	-	pseudo
105379605	LOC105379605	22	-	ncRNA
105379611	LOC105379611	9	-	ncRNA
105379613	LOC105379613	12	-	ncRNA
105379618	LOC105379618	21	-	ncRNA
105379623	LOC105379623	5	-	ncRNA
105379626	LOC105379626	8	-	ncRNA
105379627	LOC105379627	8	-	ncRNA
105379630	LOC105379630	5	-	protein-coding
105379631	LOC105379631	5	-	ncRNA
105379633	LOC105379633	15	-	ncRNA
105379634	LOC105379634	17	-	ncRNA
105379635	LOC105379635	17	-	ncRNA
105379638	LOC105379638	5	-	ncRNA
105379640	LOC105379640	5	-	ncRNA
105379641	LOC105379641	6	-	ncRNA
105379642	LOC105379642	6	-	ncRNA
105379655	LOC105379655	6	-	ncRNA
105379656	LOC105379656	6	-	ncRNA
105379657	LOC105379657	6	-	ncRNA
105379663	LOC105379663	6	-	ncRNA
105379664	LOC105379664	6	-	ncRNA
105379674	LOC105379674	5	-	ncRNA
105379675	LOC105379675	5	-	ncRNA
105379683	LOC105379683	5	-	ncRNA
105379684	LOC105379684	5	-	ncRNA
105379685	LOC105379685	5	-	ncRNA
105379687	LOC105379687	5	-	ncRNA
105379695	LOC105379695	6	-	ncRNA
105379699	LOC105379699	6	-	ncRNA
105379700	LOC105379700	6	-	ncRNA
105379701	LOC105379701	6	-	ncRNA
105379709	LOC105379709	6	-	ncRNA
105379712	LOC105379712	6	-	ncRNA
105379715	LOC105379715	6	-	ncRNA
105379719	LOC105379719	7	-	ncRNA
105379720	LOC105379720	7	-	ncRNA
105379724	LOC105379724	7	-	ncRNA
105379725	LOC105379725	7	-	ncRNA
105379728	LOC105379728	7	-	ncRNA
105379729	LOC105379729	7	-	ncRNA
105379731	LOC105379731	7	-	pseudo
105379733	LOC105379733	7	-	pseudo
105379740	LOC105379740	7	-	ncRNA
105379743	LOC105379743	7	-	ncRNA
105379746	LOC105379746	7	-	ncRNA
105379749	LOC105379749	7	-	ncRNA
105379752	LOC105379752	7	-	protein-coding
105379755	LOC105379755	8	-	ncRNA
105379756	LOC105379756	8	-	ncRNA
105379758	LOC105379758	8	-	ncRNA
105379760	LOC105379760	8	-	pseudo
105379762	LOC105379762	8	-	ncRNA
105379763	LOC105379763	8	-	ncRNA
105379764	LOC105379764	8	-	ncRNA
105379765	LOC105379765	8	-	protein-coding
105379769	LOC105379769	8	-	ncRNA
105379771	LOC105379771	8	-	ncRNA
105379772	LOC105379772	1	-	ncRNA
105379773	LOC105379773	1	-	ncRNA
105379775	LOC105379775	1	-	ncRNA
105379778	LOC105379778	1	-	ncRNA
105379783	LOC105379783	1	-	ncRNA
105379795	LOC105379795	9	-	ncRNA
105379797	LOC105379797	9	-	ncRNA
105379799	LOC105379799	9	-	protein-coding
105379801	LOC105379801	9	-	ncRNA
105379804	LOC105379804	9	-	ncRNA
105379805	LOC105379805	9	-	ncRNA
105379806	LOC105379806	9	-	ncRNA
105379807	LOC105379807	9	-	ncRNA
105379808	LOC105379808	9	-	ncRNA
105379809	LOC105379809	9	-	ncRNA
105379812	LOC105379812	9	-	ncRNA
105379813	LOC105379813	9	-	ncRNA
105379814	LOC105379814	9	-	ncRNA
105379815	LOC105379815	9	-	ncRNA
105379818	LOC105379818	9	-	ncRNA
105379820	LOC105379820	9	-	ncRNA
105379821	LOC105379821	9	-	ncRNA
105379823	LOC105379823	9	-	ncRNA
105379825	LOC105379825	1	-	ncRNA
105379827	LOC105379827	1	-	ncRNA
105379828	LOC105379828	9	-	ncRNA
105379829	LOC105379829	9	-	ncRNA
105379830	LOC105379830	1	-	ncRNA
105379839	LOC105379839	9	-	ncRNA
105379841	LOC105379841	9	-	ncRNA
105379843	LOC105379843	9	-	ncRNA
105379844	LOC105379844	1	-	ncRNA
105379849	LOC105379849	10	-	ncRNA
105379850	LOC105379850	10	-	ncRNA
105379854	LOC105379854	1	-	ncRNA
105379855	LOC105379855	1	-	ncRNA
105379857	LOC105379857	10	-	ncRNA
105379859	LOC105379859	10	-	ncRNA
105379861	LOC105379861	10	-	protein-coding
105379863	LOC105379863	10	-	ncRNA
105379865	LOC105379865	10	-	ncRNA
105379866	LOC105379866	10	-	ncRNA
105379869	LOC105379869	10	-	ncRNA
105379877	LOC105379877	10	-	ncRNA
105379880	LOC105379880	11	-	ncRNA
105379882	LOC105379882	11	-	ncRNA
105379884	LOC105379884	11	-	ncRNA
105416157	NKILA	20	-	ncRNA
105419997	SFTPD-AS1	10	-	ncRNA
105447645	LOC105447645	19	-	ncRNA
105447646	PNKY	6	-	ncRNA
105447648	LINC02130	16	-	ncRNA
105463123	XACT	X	-	ncRNA
105463125	ATOD8	4	-	unknown
105463126	ATOD9	3	-	unknown
105463127	PFHB2	1	-	unknown
105463128	MRXSBWB	X	-	unknown
105463129	MRX88	X	-	unknown
105500239	XLOC_007697	9	-	ncRNA
105500240	XLOC_009911	12	-	ncRNA
105601840	WDR7-OT1	18	WDR7-UA1|WDR7-UT1	ncRNA
105616916	LINC01455	5	MDONA|TCONS_00009433	ncRNA
105616981	LOC105616981	2	-	ncRNA
105616982	LINC01047	13	-	ncRNA
105664404	WSPAR	5	LncTCF7|TCONS_00009511	ncRNA
105667213	LINC01601	18	-	ncRNA
105682749	CCEPR	10	CCHE1|lncRNA-CCHE1	ncRNA
105694156	ERVW-28	17	-	other
105747689	LOC105747689	2	-	ncRNA
105748977	LINC01693	1	-	ncRNA
105751187	LRP1-AS	12	-	ncRNA
105755953	LOC105755953	10	-	ncRNA
105755954	ADGRD1-AS1	12	LACAT8	ncRNA
105827617	CRAT40	17	-	ncRNA
106003269	SRXY10	17	-	unknown
106029310	DANT1	X	-	ncRNA
106050037	LOC106050037	5	-	pseudo
106099130	GSTT1-AS1	22	-	ncRNA
106144524	HUNK-AS1	21	-	ncRNA
106144526	PLA2G4C-AS1	19	-	ncRNA
106144527	LINC01438	4	-	ncRNA
106144528	DENND6A-AS1	3	-	ncRNA
106144529	GRPEL2-AS1	5	-	ncRNA
106144530	LINC01332	5	-	ncRNA
106144531	LINC00374	13	-	ncRNA
106144532	ARF4-AS1	3	-	ncRNA
106144533	LINC00430	13	-	ncRNA
106144534	BICRA-AS1	19	GLTSCR1-AS1	ncRNA
106144535	LINC01037	1	-	ncRNA
106144536	LINC01078	13	-	ncRNA
106144537	LINC01173	2	-	ncRNA
106144538	KCNK15-AS1	20	-	ncRNA
106144539	FOXD1-AS1	5	-	ncRNA
106144540	LINC01326	3	-	ncRNA
106144541	LINC00407	13	-	ncRNA
106144542	LINC01385	5	-	ncRNA
106144543	WISP1-OT1	8	WISP1-UT1	ncRNA
106144544	LINC01066	13	-	ncRNA
106144555	ERVK-29	19	-	other
106144559	ERVW-8	1	-	other
106144560	ERVW-11	1	-	other
106144561	ERVW-14	2	-	other
106144562	ERVW-18	6	-	other
106144563	ERVW-22	9	-	other
106144564	ERVW-24	12	-	other
106144565	ERVW-27	14	-	other
106144566	ERVK-27	11	-	other
106144567	ERVW-17	6	-	other
106144568	LINC01381	2	DADOT	ncRNA
106144571	ERVW-19	6	-	other
106144572	ERVW-26	14	-	other
106144575	LINC01154	12	-	ncRNA
106144576	ERVW-13	2	-	other
106144578	LINC00604	5	-	ncRNA
106144579	ERVW-10	1	-	other
106144580	ERVW-12	2	-	other
106144581	ERVW-16	4	-	other
106144583	ERVW-29	18	-	other
106144584	LINC01290	16	-	ncRNA
106144585	LINC01318	2	-	ncRNA
106144586	LINC01394	6	-	ncRNA
106144587	ERVW-21	8	-	other
106144589	ERVW-7	1	-	other
106144590	ERVK-31	5	-	other
106144591	ERVK-30	2	-	other
106144592	LINC01035	1	-	ncRNA
106144593	NOP53-AS1	19	GLTSCR2-AS1	ncRNA
106144595	LINC01374	10	-	ncRNA
106144597	ERVW-15	4	-	other
106144598	FARSA-AS1	19	-	ncRNA
106144599	LINC01259	4	-	ncRNA
106144601	LINC01034	13	TCONS_00021570	ncRNA
106144602	LINC01076	13	-	ncRNA
106144603	ERVW-23	12	-	other
106144604	ERVW-20	8	-	other
106144605	ERVW-25	13	-	other
106144606	CCND2-AS2	12	-	ncRNA
106144607	LINC01074	13	-	ncRNA
106144608	LINC00976	8	-	ncRNA
106146146	LINC01079	13	TCONS_00021533	ncRNA
106146148	LINC01297	22	LA16c-83F12.6	ncRNA
106146149	LINC01613	9	n341773	ncRNA
106146153	LOC106146153	3	lnc-RP11-211G3.3.1-1	ncRNA
106182118	LIMS1-AS1	2	-	ncRNA
106182249	LUADT1	6	-	ncRNA
106456574	LINC01616	11	n341006	ncRNA
106478909	MTND4LP1	X	MTND4L2	pseudo
106478910	LAMTOR5P1	1	HBXIPL|HBXIPP1	pseudo
106478911	CST12P	20	Cst|Ctes4|E2	pseudo
106478912	RNU6-41P	1	RNU6-41	pseudo
106478913	RNU6-5P	2	RNU6-5|U6-5	pseudo
106478914	RNU6-4P	3	RNU6-4|U6-4	pseudo
106478915	RNU6-11P	7	RNU6-11	pseudo
106478916	RNU6-18P	15	RNU6-18	pseudo
106478917	RNU6-22P	16	RNU6-22	pseudo
106478918	RNU6-27P	20	RNU6-27	pseudo
106478919	RNU6-3P	X	RNU6-3|U6-3	pseudo
106478920	RNU6-37P	1	RNU6-37	pseudo
106478921	RNU6-43P	10	RNU6-43	pseudo
106478922	RNU6-44P	11	RNU6-44	pseudo
106478923	RNU6-49P	X	RNU6-49	pseudo
106478924	DHRSX-IT1	X|Y	DHRSX-IT|DHRSXIT1	ncRNA
106478925	KRT18P53	X|Y	-	pseudo
106478926	DPH3P2	X|Y	-	pseudo
106478927	USP9YP16	Y	-	pseudo
106478928	USP9YP24	Y	-	pseudo
106478929	USP9YP26	Y	-	pseudo
106478930	USP9YP31	Y	-	pseudo
106478931	USP9YP33	Y	-	pseudo
106478932	USP9YP36	Y	-	pseudo
106478933	PRYP5	Y	-	pseudo
106478934	HSFY5P	Y	-	pseudo
106478935	HSFY7P	Y	-	pseudo
106478936	FTH1P9	5	-	pseudo
106478937	TPM3P3	8	-	pseudo
106478938	OOEP-AS1	6	OOEP-AS	ncRNA
106478939	PHBP5	7	-	pseudo
106478940	PHBP6	7	-	pseudo
106478941	MTND6P2	5	-	pseudo
106478942	MTND6P3	5	-	pseudo
106478943	MTND6P4	5	-	pseudo
106478944	MTND6P6	3	-	pseudo
106478945	MTND6P7	2	-	pseudo
106478946	MTND6P9	2	-	pseudo
106478947	MTND6P10	2	-	pseudo
106478948	MTND6P14	1	-	pseudo
106478949	MTND6P15	1	-	pseudo
106478950	MTND6P16	4	-	pseudo
106478951	MTND6P18	13	-	pseudo
106478952	MTND6P20	8	-	pseudo
106478953	RBM22P7	X	RBM22P9	pseudo
106478954	EHMT2-AS1	6	-	ncRNA
106478955	C4A-AS1	6	-	ncRNA
106478956	MDC1-AS1	6	MDC1-AS	ncRNA
106478957	DDX39B-AS1	6	-	ncRNA
106478958	CYP4F26P	9	-	pseudo
106478959	CYP2C56P	2	-	pseudo
106478960	CYP2AC1P	6	-	pseudo
106478961	ATP6V0CP2	3	-	pseudo
106478962	BACH1-AS1	21	-	ncRNA
106478963	BSN-AS1	3	-	ncRNA
106478964	CACNA1C-AS3	12	-	ncRNA
106478965	IGBP1-AS2	X	-	ncRNA
106478966	RRM1-AS1	11	-	ncRNA
106478967	SEC62-AS1	3	-	ncRNA
106478968	TRPC7-AS2	5	CTB-28J9.2	ncRNA
106478969	DPP10-AS2	2	-	ncRNA
106478970	HTR3E-AS1	3	-	ncRNA
106478971	ALG13-AS1	X	-	ncRNA
106478973	FMR1-IT1	X	FMR1	ncRNA
106478974	REV3L-IT1	6	-	ncRNA
106478975	SMYD3-IT1	1	-	ncRNA
106478976	ASH1L-IT1	1	-	ncRNA
106478977	WWTR1-IT1	3	-	ncRNA
106478978	FAR1-IT1	11	-	ncRNA
106478979	A2ML1-AS2	12	-	ncRNA
106478980	RNU1-23P	20	-	pseudo
106478981	TUBB4BP1	12	-	pseudo
106478982	TUBB8P2	6	-	pseudo
106478983	CYP3A52P	7	-	pseudo
106478984	RNY3P1	5	-	pseudo
106478985	RNY3P8	13	-	pseudo
106478986	RNU6-54P	13	RNU6-54	pseudo
106478987	RNU6-62P	13	RNU6-62	pseudo
106478988	RNU6-70P	13	RNU6-70	pseudo
106478989	RNU6-73P	13	RNU6-73	pseudo
106478990	RNU6-80P	13	RNU6-80	pseudo
106478991	LINC00449	13	-	ncRNA
106478992	RNA5SP50	1	RN5S50	pseudo
106478993	RNA5SP99	2	RN5S99	pseudo
106478994	RNA5SP106	2	RN5S106	pseudo
106478995	RNA5SP130	3	RN5S130	pseudo
106478996	RNA5SP140	3	RN5S140	pseudo
106478997	RNA5SP172	4	RN5S172	pseudo
106478998	RNA5SP174	4	RN5S174	pseudo
106478999	RNA5SP206	6	RN5S206	pseudo
106479000	RNA5SP226	6	RN5S226	pseudo
106479001	RNA5SP243	7	RN5S243	pseudo
106479002	RNA5SP263	8	RN5S263	pseudo
106479003	RNA5SP297	10	RN5S297	pseudo
106479004	RNA5SP302	10	RN5S302	pseudo
106479005	RNA5SP315	10	RN5S315	pseudo
106479006	RNA5SP317	10	RN5S317	pseudo
106479007	RNA5SP335	11	RN5S335	pseudo
106479008	RNA5SP342	11	RN5S342	pseudo
106479009	RNA5SP355	12	RN5S355	pseudo
106479010	RNA5SP376	12	RN5S376	pseudo
106479011	RNA5SP377	12	RN5S377	pseudo
106479012	RNA5SP403	16	RN5S403	pseudo
106479013	RNA5SP435	17	RN5S435	pseudo
106479014	RNA5SP439	17	RN5S439	pseudo
106479015	RNA5SP448	17	RN5S448	pseudo
106479016	RNA5SP458	18	RN5S458	pseudo
106479017	RNA5SP473	19	RN5S473	pseudo
106479018	RNA5SP521	Y	RN5S521	pseudo
106479019	RNA5SP522	Y	RN5S522	pseudo
106479020	WASHC5-AS1	8	KIAA0196-AS1	ncRNA
106479021	CHEK2P4	22	-	pseudo
106479022	CHEK2P5	10	-	pseudo
106479023	HIST2H3DP1	1	p05	pseudo
106479024	LRRC37A13P	11	-	pseudo
106479025	LRRC37A14P	22	-	pseudo
106479026	NECAP1P2	2	-	pseudo
106479027	KRT18P56	5	-	pseudo
106479028	AIG1P1	5	-	pseudo
106479029	WBP1LP1	7	-	pseudo
106479030	WBP1LP7	1	-	pseudo
106479031	WBP1LP3	8	-	pseudo
106479032	PQLC1P1	7	-	pseudo
106479033	TRMT112P2	5	-	pseudo
106479034	LARP1BP2	7	PBEF	pseudo
106479035	GZMAP1	5	-	pseudo
106479036	EIF1AXP2	14	-	pseudo
106479037	ALG1L10P	12	-	pseudo
106479038	ALG1L13P	8	-	pseudo
106479039	CHCHD4P5	1	-	pseudo
106479040	CRIP1P3	1	-	pseudo
106479041	TUBAP4	15	TUBA8P2	pseudo
106479042	MTATP8P2	2	-	pseudo
106479043	MTATP6P3	17	-	pseudo
106479044	MTATP6P9	4	-	pseudo
106479045	FCF1P5	6	-	pseudo
106479046	FCF1P10	6	-	pseudo
106479047	EFCAB14P1	1	-	pseudo
106479048	UBE2V1P12	5	-	pseudo
106479049	NIFKP7	3	MKI67IPP7	pseudo
106479050	KSR1P1	10	-	pseudo
106479051	NDUFA3P2	11	-	pseudo
106479052	NDUFA3P6	16	-	pseudo
106479053	MED28P5	11	-	pseudo
106479054	TMEM256P2	2	-	pseudo
106479055	SOD1P1	6	-	pseudo
106479056	PIGPP2	1	-	pseudo
106479057	FABP12P1	6	-	pseudo
106479058	COPS8P3	11	-	pseudo
106479059	OLA1P2	17	-	pseudo
106479060	RNU7-90P	16	-	pseudo
106479061	RNU7-92P	20	-	pseudo
106479062	RNU7-95P	1	-	pseudo
106479063	RNU7-97P	17	-	pseudo
106479064	RNU7-102P	8	-	pseudo
106479065	RNU7-105P	11	-	pseudo
106479066	RNU7-106P	12	-	pseudo
106479067	RNU7-107P	10	-	pseudo
106479068	RNU7-113P	2	-	pseudo
106479069	RNU7-115P	17	-	pseudo
106479070	RNU7-119P	3	-	pseudo
106479071	RNU7-123P	1	-	pseudo
106479072	RNU7-124P	9	-	pseudo
106479073	RNU7-126P	4	-	pseudo
106479074	RNU7-130P	5	-	pseudo
106479075	RNU7-133P	6	-	pseudo
106479076	RNU7-136P	3	-	pseudo
106479077	RNU7-140P	19	-	pseudo
106479078	RNU7-143P	7	-	pseudo
106479079	RNU7-144P	20	-	pseudo
106479080	RNU7-149P	4	-	pseudo
106479081	RNU7-152P	6	-	pseudo
106479082	RNU7-153P	8	-	pseudo
106479083	RNU7-156P	5	-	pseudo
106479085	RNU7-160P	14	-	pseudo
106479086	RNU7-164P	X	-	pseudo
106479087	RNU7-165P	10	-	pseudo
106479088	RNU7-167P	22	-	pseudo
106479089	RNU7-171P	9	-	pseudo
106479090	RNU7-173P	20	-	pseudo
106479091	RNU7-175P	5	-	pseudo
106479092	RNU7-179P	1	-	pseudo
106479093	RNU7-181P	8	-	pseudo
106479094	RNU7-185P	9	-	pseudo
106479095	RNU7-187P	11	-	pseudo
106479096	RNU7-190P	2	-	pseudo
106479097	RNU7-195P	15	-	pseudo
106479098	RNU7-196P	5	-	pseudo
106479099	RN7SKP11	12	-	pseudo
106479100	RN7SKP13	4	-	pseudo
106479101	RN7SKP14	17	-	pseudo
106479102	RN7SKP17	14	-	pseudo
106479103	RN7SKP19	1	-	pseudo
106479104	RN7SKP20	X	-	pseudo
106479105	RN7SKP23	16	-	pseudo
106479106	RN7SKP26	18	-	pseudo
106479107	RN7SKP28	4	-	pseudo
106479108	RN7SKP30	4	-	pseudo
106479109	RN7SKP32	8	-	pseudo
106479110	RN7SKP34	5	-	pseudo
106479111	RN7SKP35	4	-	pseudo
106479112	RN7SKP38	2	-	pseudo
106479113	RN7SKP40	3	-	pseudo
106479114	RN7SKP44	18	-	pseudo
106479115	RN7SKP45	3	-	pseudo
106479116	RN7SKP48	4	-	pseudo
106479117	RN7SKP51	6	-	pseudo
106479118	RN7SKP52	3	-	pseudo
106479119	RN7SKP55	1	-	pseudo
106479120	RN7SKP57	5	-	pseudo
106479121	RN7SKP59	9	-	pseudo
106479122	RN7SKP61	3	-	pseudo
106479123	RN7SKP63	22	-	pseudo
106479124	RN7SKP65	12	-	pseudo
106479125	RN7SKP67	4	-	pseudo
106479126	RN7SKP71	12	-	pseudo
106479127	RN7SKP74	20	-	pseudo
106479128	RN7SKP77	9	-	pseudo
106479129	RN7SKP78	10	-	pseudo
106479130	RN7SKP80	22	-	pseudo
106479131	RN7SKP83	2	-	pseudo
106479132	RN7SKP85	8	-	pseudo
106479133	RN7SKP87	9	-	pseudo
106479134	RN7SKP89	5	-	pseudo
106479135	RN7SKP92	14	-	pseudo
106479136	RN7SKP93	2	-	pseudo
106479137	RN7SKP96	4	-	pseudo
106479138	RN7SKP99	14	-	pseudo
106479139	RN7SKP100	20	-	pseudo
106479140	RN7SKP103	2	-	pseudo
106479141	RN7SKP105	4	-	pseudo
106479142	RN7SKP106	6	-	pseudo
106479143	RN7SKP109	19	-	pseudo
106479144	RN7SKP111	20	-	pseudo
106479145	RN7SKP112	2	-	pseudo
106479146	RN7SKP115	11	-	pseudo
106479147	RN7SKP117	5	-	pseudo
106479148	RN7SKP122	5	-	pseudo
106479149	RN7SKP123	1	-	pseudo
106479150	RN7SKP125	9	-	pseudo
106479151	RN7SKP128	9	-	pseudo
106479152	RN7SKP129	7	-	pseudo
106479153	RN7SKP131	22	-	pseudo
106479154	RN7SKP134	12	-	pseudo
106479155	RN7SKP136	4	-	pseudo
106479156	RN7SKP137	4	-	pseudo
106479157	RN7SKP141	2	-	pseudo
106479158	RN7SKP143	10	-	pseudo
106479159	RN7SKP144	3	-	pseudo
106479160	RN7SKP146	18	-	pseudo
106479161	RN7SKP149	X	-	pseudo
106479162	RN7SKP151	11	-	pseudo
106479163	RN7SKP152	2	-	pseudo
106479164	RN7SKP155	8	-	pseudo
106479165	RN7SKP157	5	-	pseudo
106479166	RN7SKP160	1	-	pseudo
106479167	RN7SKP161	12	-	pseudo
106479168	RN7SKP163	6	-	pseudo
106479169	RN7SKP167	10	-	pseudo
106479170	RN7SKP168	2	-	pseudo
106479171	RN7SKP170	4	-	pseudo
106479172	RN7SKP174	7	-	pseudo
106479173	RN7SKP175	8	-	pseudo
106479174	RN7SKP177	3	-	pseudo
106479175	RN7SKP178	2	-	pseudo
106479176	RN7SKP181	15	-	pseudo
106479177	RN7SKP182	18	-	pseudo
106479178	RN7SKP185	20	-	pseudo
106479179	RN7SKP188	4	-	pseudo
106479180	RN7SKP189	X	-	pseudo
106479181	RN7SKP193	14	-	pseudo
106479182	RN7SKP196	10	-	pseudo
106479183	RN7SKP198	7	-	pseudo
106479184	RN7SKP199	4	-	pseudo
106479185	RN7SKP203	2	-	pseudo
106479186	RN7SKP205	14	-	pseudo
106479187	RN7SKP206	8	-	pseudo
106479188	RN7SKP209	6	-	pseudo
106479189	RN7SKP211	6	-	pseudo
106479190	RN7SKP216	12	-	pseudo
106479191	RN7SKP217	15	-	pseudo
106479192	RN7SKP219	10	-	pseudo
106479193	RN7SKP222	3	-	pseudo
106479194	RN7SKP223	7	-	pseudo
106479195	RN7SKP225	9	-	pseudo
106479196	RN7SKP228	7	-	pseudo
106479197	RN7SKP230	5	-	pseudo
106479198	RN7SKP231	8	-	pseudo
106479199	RN7SKP235	4	-	pseudo
106479200	RN7SKP237	4	-	pseudo
106479201	RN7SKP238	10	-	pseudo
106479202	RN7SKP240	6	-	pseudo
106479203	RN7SKP244	4	-	pseudo
106479204	RN7SKP246	5	-	pseudo
106479205	RN7SKP247	1	-	pseudo
106479206	RN7SKP250	12	-	pseudo
106479207	RN7SKP252	22	-	pseudo
106479208	RN7SKP253	4	-	pseudo
106479209	RN7SKP255	14	-	pseudo
106479210	RN7SKP257	14	-	pseudo
106479211	RN7SKP260	2	-	pseudo
106479212	RN7SKP262	12	-	pseudo
106479213	RN7SKP264	9	-	pseudo
106479214	RN7SKP266	7	-	pseudo
106479215	RN7SKP268	6	-	pseudo
106479216	RN7SKP270	1	-	pseudo
106479217	RN7SKP272	1	-	pseudo
106479218	RN7SKP276	1	-	pseudo
106479219	RN7SKP277	7	-	pseudo
106479220	RN7SKP280	7	-	pseudo
106479221	RN7SKP283	2	-	pseudo
106479222	RN7SKP284	3	-	pseudo
106479223	RN7SKP288	10	-	pseudo
106479224	RN7SKP289	12	-	pseudo
106479225	RN7SKP292	4	-	pseudo
106479226	RN7SKP294	8	-	pseudo
106479227	RN7SKP297	11	-	pseudo
106479228	RN7SKP298	3	-	pseudo
106479229	RN7SL11P	6	-	pseudo
106479230	RN7SL15P	X	-	pseudo
106479231	RN7SL16P	4	-	pseudo
106479232	RN7SL20P	22	-	pseudo
106479233	RN7SL25P	9	-	pseudo
106479234	RN7SL26P	6	-	pseudo
106479235	RN7SL30P	9	-	pseudo
106479236	RN7SL33P	17	-	pseudo
106479237	RN7SL36P	3	-	pseudo
106479238	RN7SL37P	5	-	pseudo
106479239	RN7SL39P	18	-	pseudo
106479240	RN7SL42P	11	-	pseudo
106479241	RN7SL43P	7	-	pseudo
106479242	RN7SL47P	6	-	pseudo
106479243	RN7SL50P	18	-	pseudo
106479244	RN7SL55P	4	-	pseudo
106479245	RN7SL58P	5	-	pseudo
106479246	RN7SL62P	1	-	pseudo
106479247	RN7SL65P	2	-	pseudo
106479248	RN7SL67P	12	-	pseudo
106479249	RN7SL70P	19	-	pseudo
106479250	RN7SL73P	3	-	pseudo
106479251	RN7SL76P	7	-	pseudo
106479252	RN7SL77P	14	-	pseudo
106479253	RN7SL81P	7	-	pseudo
106479254	RN7SL83P	7	-	pseudo
106479255	RN7SL87P	5	-	pseudo
